Entrez_ID	Ensemble_ID_human	Gene_symbol_human
440275	ENSG00000128829	EIF2AK4
1967	ENSG00000111361	EIF2B1
8892	ENSG00000119718	EIF2B2
8891	ENSG00000070785	EIF2B3
8890	ENSG00000115211	EIF2B4
8893	ENSG00000145191	EIF2B5
1939	ENSG00000143486	EIF2D
1965	ENSG00000134001	EIF2S1
8894	ENSG00000125977	EIF2S2
1968	ENSG00000130741	EIF2S3
8661	ENSG00000107581	EIF3A
8662	ENSG00000106263	EIF3B
8663	ENSG00000184110	EIF3C
8664	ENSG00000100353	EIF3D
3646	ENSG00000104408	EIF3E
8665	ENSG00000175390	EIF3F
8666	ENSG00000130811	EIF3G
8667	ENSG00000147677	EIF3H
8668	ENSG00000084623	EIF3I
8669	ENSG00000104131	EIF3J
27335	ENSG00000178982	EIF3K
51386	ENSG00000100129	EIF3L
10480	ENSG00000149100	EIF3M
1973	ENSG00000161960	EIF4A1
1974	ENSG00000156976	EIF4A2
9775	ENSG00000141543	EIF4A3
1975	ENSG00000063046	EIF4B
1977	ENSG00000151247	EIF4E
9470	ENSG00000135930	EIF4E2
1978	ENSG00000187840	EIF4EBP1
1979	ENSG00000148730	EIF4EBP2
56478	ENSG00000184708	EIF4ENIF1
1981	ENSG00000114867	EIF4G1
1982	ENSG00000110321	EIF4G2
8672	ENSG00000075151	EIF4G3
7458	ENSG00000106682	EIF4H
1983	ENSG00000100664	EIF5
143244	ENSG00000253626	EIF5AL1
56648	ENSG00000163577	EIF5A2
9669	ENSG00000158417	EIF5B
3692	ENSG00000242372	EIF6
55520	ENSG00000141642	ELAC1
60528	ENSG00000006744	ELAC2
1994	ENSG00000066044	ELAVL1
1993	ENSG00000107105	ELAVL2
1995	ENSG00000196361	ELAVL3
1996	ENSG00000162374	ELAVL4
1997	ENSG00000120690	ELF1
1998	ENSG00000109381	ELF2
1999	ENSG00000163435	ELF3
2000	ENSG00000102034	ELF4
392617	ENSG00000225968	ELFN1
114794	ENSG00000166897	ELFN2
2004	ENSG00000111145	ELK3
8178	ENSG00000105656	ELL
22936	ENSG00000118985	ELL2
9844	ENSG00000155849	ELMO1
63916	ENSG00000062598	ELMO2
79767	ENSG00000102890	ELMO3
55531	ENSG00000110675	ELMOD1
255520	ENSG00000179387	ELMOD2
84173	ENSG00000115459	ELMOD3
91748	ENSG00000156030	ELMSAN1
2006	ENSG00000049540	ELN
84337	ENSG00000130165	ELOF1
64834	ENSG00000066322	ELOVL1
54898	ENSG00000197977	ELOVL2
6785	ENSG00000118402	ELOVL4
60481	ENSG00000012660	ELOVL5
79071	ENSG00000170522	ELOVL6
79993	ENSG00000164181	ELOVL7
55250	ENSG00000134759	ELP2
55140	ENSG00000134014	ELP3
26610	ENSG00000109911	ELP4
23587	ENSG00000170291	ELP5
54859	ENSG00000163832	ELP6
133418	ENSG00000170571	EMB
284361	ENSG00000161671	EMC10
9694	ENSG00000104412	EMC2
55831	ENSG00000125037	EMC3
51234	ENSG00000128463	EMC4
83460	ENSG00000127774	EMC6
56851	ENSG00000134153	EMC7
51016	ENSG00000100908	EMC9
51705	ENSG00000164035	EMCN
2010	ENSG00000102119	EMD
146956	ENSG00000154920	EME1
10436	ENSG00000126749	EMG1
129080	ENSG00000186998	EMID1
11117	ENSG00000138080	EMILIN1
84034	ENSG00000132205	EMILIN2
90187	ENSG00000183798	EMILIN3
2009	ENSG00000066629	EML1
24139	ENSG00000125746	EML2
256364	ENSG00000149499	EML3
27436	ENSG00000143924	EML4
161436	ENSG00000165521	EML5
400954	ENSG00000214595	EML6
2012	ENSG00000134531	EMP1
2013	ENSG00000213853	EMP2
2014	ENSG00000142227	EMP3
2016	ENSG00000135638	EMX1
2018	ENSG00000170370	EMX2
2019	ENSG00000163064	EN1
2020	ENSG00000164778	EN2
55740	ENSG00000154380	ENAH
8507	ENSG00000171617	ENC1
23052	ENSG00000149218	ENDOD1
2021	ENSG00000167136	ENDOG
8909	ENSG00000111405	ENDOU
284131	ENSG00000173818	ENDOV
2022	ENSG00000106991	ENG
64772	ENSG00000167280	ENGASE
375704	ENSG00000168913	ENHO
84080	ENSG00000124074	ENKD1
219670	ENSG00000151023	ENKUR
2023	ENSG00000074800	ENO1
2026	ENSG00000111674	ENO2
2027	ENSG00000108515	ENO3
387712	ENSG00000188316	ENO4
58478	ENSG00000145293	ENOPH1
55068	ENSG00000120658	ENOX1
10495	ENSG00000165675	ENOX2
2028	ENSG00000138792	ENPEP
5167	ENSG00000197594	ENPP1
5168	ENSG00000136960	ENPP2
5169	ENSG00000154269	ENPP3
22875	ENSG00000001561	ENPP4
59084	ENSG00000112796	ENPP5
2029	ENSG00000143420	ENSA
150350	ENSG00000176177	ENTHD1
146705	ENSG00000167302	ENTHD2
953	ENSG00000138185	ENTPD1
956	ENSG00000168032	ENTPD3
957	ENSG00000187097	ENTPD5
955	ENSG00000197586	ENTPD6
57089	ENSG00000198018	ENTPD7
377841	ENSG00000188833	ENTPD8
56943	ENSG00000120533	ENY2
285203	ENSG00000163378	EOGT
8320	ENSG00000163508	EOMES
2033	ENSG00000100393	EP300
57634	ENSG00000183495	EP400
2034	ENSG00000116016	EPAS1
80314	ENSG00000120616	EPC1
26122	ENSG00000135999	EPC2
4072	ENSG00000119888	EPCAM
54749	ENSG00000086289	EPDR1
57724	ENSG00000152223	EPG5
255324	ENSG00000182585	EPGN
2041	ENSG00000146904	EPHA1
284656	ENSG00000183317	EPHA10
1969	ENSG00000142627	EPHA2
2042	ENSG00000044524	EPHA3
2043	ENSG00000116106	EPHA4
2044	ENSG00000145242	EPHA5
285220	ENSG00000080224	EPHA6
2045	ENSG00000135333	EPHA7
2046	ENSG00000070886	EPHA8
2047	ENSG00000154928	EPHB1
2048	ENSG00000133216	EPHB2
2049	ENSG00000182580	EPHB3
2050	ENSG00000196411	EPHB4
2051	ENSG00000106123	EPHB6
2052	ENSG00000143819	EPHX1
2053	ENSG00000120915	EPHX2
79852	ENSG00000105131	EPHX3
253152	ENSG00000172031	EPHX4
7957	ENSG00000112425	EPM2A
9852	ENSG00000178567	EPM2AIP1
29924	ENSG00000063245	EPN1
22905	ENSG00000072134	EPN2
55040	ENSG00000049283	EPN3
2057	ENSG00000187266	EPOR
2058	ENSG00000136628	EPRS
2060	ENSG00000085832	EPS15
58513	ENSG00000127527	EPS15L1
2059	ENSG00000151491	EPS8
54869	ENSG00000131037	EPS8L1
64787	ENSG00000177106	EPS8L2
79574	ENSG00000198758	EPS8L3
94240	ENSG00000133106	EPSTI1
85465	ENSG00000138018	EPT1
8288	ENSG00000121053	EPX
1833	ENSG00000083782	EPYC
54586	ENSG00000120160	EQTN
26284	ENSG00000132591	ERAL1
51752	ENSG00000164307	ERAP1
3266	ENSG00000187682	ERAS
2064	ENSG00000141736	ERBB2
55914	ENSG00000112851	ERBB2IP
2065	ENSG00000065361	ERBB3
2066	ENSG00000178568	ERBB4
23085	ENSG00000082805	ERC1
26059	ENSG00000187672	ERC2
2067	ENSG00000012061	ERCC1
2068	ENSG00000104884	ERCC2
2071	ENSG00000163161	ERCC3
2072	ENSG00000175595	ERCC4
2073	ENSG00000134899	ERCC5
2074	ENSG00000225830	ERCC6
54821	ENSG00000186871	ERCC6L
375748	ENSG00000182150	ERCC6L2
1161	ENSG00000049167	ERCC8
2077	ENSG00000105722	ERF
2078	ENSG00000157554	ERG
57222	ENSG00000113719	ERGIC1
51290	ENSG00000087502	ERGIC2
51614	ENSG00000125991	ERGIC3
2079	ENSG00000100632	ERH
90459	ENSG00000104626	ERI1
112479	ENSG00000196678	ERI2
79033	ENSG00000117419	ERI3
157697	ENSG00000104714	ERICH1
285141	ENSG00000204334	ERICH2
100170765	ENSG00000204978	ERICH4
203111	ENSG00000177459	ERICH5
131831	ENSG00000163645	ERICH6
27248	ENSG00000068912	ERLEC1
10613	ENSG00000107566	ERLIN1
11160	ENSG00000147475	ERLIN2
114625	ENSG00000164010	ERMAP
55780	ENSG00000130023	ERMARD
57471	ENSG00000136541	ERMN
79956	ENSG00000099219	ERMP1
2081	ENSG00000178607	ERN1
10595	ENSG00000134398	ERN2
30001	ENSG00000197930	ERO1A
56605	ENSG00000086619	ERO1B
121506	ENSG00000139055	ERP27
10961	ENSG00000089248	ERP29
23071	ENSG00000023318	ERP44
54206	ENSG00000116285	ERRFI1
90952	ENSG00000149564	ESAM
114799	ENSG00000141446	ESCO1
157570	ENSG00000171320	ESCO2
2098	ENSG00000139684	ESD
51575	ENSG00000089048	ESF1
11082	ENSG00000164283	ESM1
9700	ENSG00000135476	ESPL1
83715	ENSG00000187017	ESPN
339768	ENSG00000144488	ESPNL
2099	ENSG00000091831	ESR1
2100	ENSG00000140009	ESR2
80004	ENSG00000103067	ESRP2
2101	ENSG00000173153	ESRRA
2103	ENSG00000119715	ESRRB
2104	ENSG00000196482	ESRRG
23344	ENSG00000139641	ESYT1
57488	ENSG00000117868	ESYT2
83850	ENSG00000158220	ESYT3
54465	ENSG00000143971	ETAA1
2107	ENSG00000120705	ETF1
2108	ENSG00000140374	ETFA
2109	ENSG00000105379	ETFB
2110	ENSG00000171503	ETFDH
23474	ENSG00000105755	ETHE1
56243	ENSG00000120549	KIAA1217
55500	ENSG00000139163	ETNK1
55224	ENSG00000143845	ETNK2
64850	ENSG00000164089	ETNPPL
2113	ENSG00000134954	ETS1
2114	ENSG00000157557	ETS2
2115	ENSG00000006468	ETV1
2117	ENSG00000117036	ETV3
2118	ENSG00000175832	ETV4
2119	ENSG00000244405	ETV5
2120	ENSG00000139083	ETV6
84141	ENSG00000115363	EVA1A
55194	ENSG00000142694	EVA1B
59271	ENSG00000166979	EVA1C
2121	ENSG00000072840	EVC
132884	ENSG00000173040	EVC2
7813	ENSG00000067208	EVI5
115704	ENSG00000142459	EVI5L
51466	ENSG00000196405	EVL
2125	ENSG00000167880	EVPL
2130	ENSG00000182944	EWSR1
161829	ENSG00000178997	EXD1
55218	ENSG00000081177	EXD2
9156	ENSG00000174371	EXO1
64789	ENSG00000164002	EXO5
55763	ENSG00000090989	EXOC1
55770	ENSG00000112685	EXOC2
11336	ENSG00000180104	EXOC3
283849	ENSG00000179044	EXOC3L1
90332	ENSG00000130201	EXOC3L2
91828	ENSG00000205436	EXOC3L4
60412	ENSG00000131558	EXOC4
10640	ENSG00000070367	EXOC5
54536	ENSG00000138190	EXOC6
23233	ENSG00000144036	EXOC6B
23265	ENSG00000182473	EXOC7
149371	ENSG00000116903	EXOC8
9941	ENSG00000157036	EXOG
51013	ENSG00000171311	EXOSC1
5394	ENSG00000171824	EXOSC10
23404	ENSG00000130713	EXOSC2
51010	ENSG00000107371	EXOSC3
54512	ENSG00000178896	EXOSC4
56915	ENSG00000077348	EXOSC5
23016	ENSG00000075914	EXOSC7
11340	ENSG00000120699	EXOSC8
5393	ENSG00000123737	EXOSC9
23086	ENSG00000110723	EXPH5
2131	ENSG00000182197	EXT1
2132	ENSG00000151348	EXT2
2134	ENSG00000158008	EXTL1
2135	ENSG00000162694	EXTL2
2137	ENSG00000012232	EXTL3
2138	ENSG00000104313	EYA1
2139	ENSG00000064655	EYA2
2140	ENSG00000158161	EYA3
2070	ENSG00000112319	EYA4
2145	ENSG00000108799	EZH1
2146	ENSG00000106462	EZH2
7430	ENSG00000092820	EZR
2159	ENSG00000126218	F10
50848	ENSG00000158769	F11R
2161	ENSG00000131187	F12
2162	ENSG00000124491	F13A1
2165	ENSG00000143278	F13B
2149	ENSG00000181104	F2R
2150	ENSG00000164251	F2RL1
2151	ENSG00000164220	F2RL2
9002	ENSG00000127533	F2RL3
2152	ENSG00000117525	F3
2153	ENSG00000198734	F5
2155	ENSG00000057593	F7
2157	ENSG00000185010	F8
8263	ENSG00000277203	F8A1
2158	ENSG00000101981	F9
79152	ENSG00000103089	FA2H
2166	ENSG00000117480	FAAH
2169	ENSG00000145384	FABP2
2170	ENSG00000121769	FABP3
2167	ENSG00000170323	FABP4
2171	ENSG00000164687	FABP5
2173	ENSG00000164434	FABP7
8772	ENSG00000168040	FADD
3992	ENSG00000149485	FADS1
9415	ENSG00000134824	FADS2
3995	ENSG00000221968	FADS3
283985	ENSG00000172782	FADS6
11124	ENSG00000185104	FAF1
23197	ENSG00000113194	FAF2
2184	ENSG00000103876	FAH
81889	ENSG00000180185	FAHD1
51011	ENSG00000115042	FAHD2A
55179	ENSG00000158234	FAIM
23017	ENSG00000135472	FAIM2
144347	ENSG00000178882	FAM101A
359845	ENSG00000183688	FAM101B
399665	ENSG00000167106	FAM102A
284611	ENSG00000162636	FAM102B
84923	ENSG00000133193	FAM104A
54491	ENSG00000145569	FAM105A
11170	ENSG00000168309	FAM107A
83641	ENSG00000065809	FAM107B
144717	ENSG00000198324	FAM109A
83541	ENSG00000125898	FAM110A
90362	ENSG00000169122	FAM110B
642273	ENSG00000184731	FAM110C
63901	ENSG00000166801	FAM111A
92689	ENSG00000197712	FAM114A1
10827	ENSG00000055147	FAM114A2
81558	ENSG00000121104	FAM117A
150864	ENSG00000138439	FAM117B
55007	ENSG00000100376	FAM118A
79607	ENSG00000197798	FAM118B
23196	ENSG00000048828	FAM120A
84498	ENSG00000112584	FAM120B
54954	ENSG00000184083	FAM120C
159090	ENSG00000156504	FAM122B
220108	ENSG00000150510	FAM124A
79843	ENSG00000124019	FAM124B
84668	ENSG00000122591	FAM126A
285172	ENSG00000155744	FAM126B
116496	ENSG00000135842	FAM129A
64855	ENSG00000136830	FAM129B
131408	ENSG00000175182	FAM131A
9715	ENSG00000159784	FAM131B
348487	ENSG00000185519	FAM131C
388581	ENSG00000184163	FAM132A
151176	ENSG00000178752	FAM132B
257415	ENSG00000234545	FAM133B
79137	ENSG00000144567	FAM134A
54463	ENSG00000154153	FAM134B
162427	ENSG00000141699	FAM134C
57579	ENSG00000082269	FAM135A
51059	ENSG00000147724	FAM135B
84908	ENSG00000035141	FAM136A
10144	ENSG00000138640	FAM13A
51306	ENSG00000031003	FAM13B
220965	ENSG00000148541	FAM13C
25854	ENSG00000109794	FAM149A
317662	ENSG00000138286	FAM149B1
285016	ENSG00000189292	FAM150B
167555	ENSG00000152380	FAM151B
728215	ENSG00000204442	FAM155A
348378	ENSG00000182183	FAM159A
100132916	ENSG00000145642	FAM159B
84067	ENSG00000051009	FAM160A2
57700	ENSG00000151553	FAM160B1
64760	ENSG00000158863	FAM160B2
84140	ENSG00000170264	FAM161A
145483	ENSG00000156050	FAM161B
26355	ENSG00000114023	FAM162A
148753	ENSG00000143340	FAM163A
642968	ENSG00000196990	FAM163B
401565	ENSG00000188163	FAM166A
730112	ENSG00000215187	FAM166B
83648	ENSG00000154319	FAM167A
23201	ENSG00000054965	FAM168A
130074	ENSG00000152102	FAM168B
26049	ENSG00000198780	FAM169A
283777	ENSG00000185087	FAM169B
221061	ENSG00000148468	FAM171A1
284069	ENSG00000161682	FAM171A2
165215	ENSG00000144369	FAM171B
83989	ENSG00000113391	FAM172A
65990	ENSG00000103254	FAM173A
134145	ENSG00000150756	FAM173B
345757	ENSG00000174132	FAM174A
400451	ENSG00000185442	FAM174B
84142	ENSG00000163322	FAM175A
23172	ENSG00000165660	FAM175B
55719	ENSG00000119906	SLF2
51252	ENSG00000168754	FAM178B
165186	ENSG00000189350	FAM179A
23116	ENSG00000198718	FAM179B
90050	ENSG00000140067	FAM181A
220382	ENSG00000182103	FAM181B
440585	ENSG00000186973	FAM183A
79632	ENSG00000111879	FAM184A
27146	ENSG00000047662	FAM184B
222234	ENSG00000222011	FAM185A
121006	ENSG00000185958	FAM186A
84070	ENSG00000135436	FAM186B
148109	ENSG00000177558	FAM187B
80013	ENSG00000148481	FAM188A
84182	ENSG00000106125	FAM188B
23359	ENSG00000104059	FAM189A1
9413	ENSG00000135063	FAM189A2
10712	ENSG00000160767	FAM189B
80011	ENSG00000172775	FAM192A
8603	ENSG00000125386	FAM193A
54540	ENSG00000146067	FAM193B
84331	ENSG00000172366	FAM195A
348262	ENSG00000225663	FAM195B
642938	ENSG00000188916	FAM196A
100131897	ENSG00000204767	FAM196B
729085	ENSG00000144649	FAM198A
51313	ENSG00000164125	FAM198B
139231	ENSG00000123575	FAM199X
407738	ENSG00000183662	FAM19A1
338811	ENSG00000198673	FAM19A2
284467	ENSG00000184599	FAM19A3
151647	ENSG00000163377	FAM19A4
25817	ENSG00000219438	FAM19A5
63877	ENSG00000165669	FAM204A
54942	ENSG00000119328	FAM206A
85395	ENSG00000160256	FAM207A
23272	ENSG00000163946	FAM208A
54906	ENSG00000108021	FAM208B
200232	ENSG00000124103	FAM209A
54757	ENSG00000108950	FAM20A
9917	ENSG00000116199	FAM20B
56975	ENSG00000177706	FAM20C
387680	ENSG00000099290	FAM21A
125228	ENSG00000177150	FAM210A
116151	ENSG00000124098	FAM210B
389119	ENSG00000185614	FAM212A
55924	ENSG00000197852	FAM212B
84293	ENSG00000122378	FAM213A
127281	ENSG00000157870	FAM213B
56204	ENSG00000047346	FAM214A
80256	ENSG00000005238	FAM214B
29902	ENSG00000204856	FAM216A
144809	ENSG00000179813	FAM216B
222826	ENSG00000145975	FAM217A
63939	ENSG00000196227	FAM217B
203259	ENSG00000164970	FAM219A
57184	ENSG00000178761	FAM219B
84792	ENSG00000178397	FAM220A
340277	ENSG00000188732	FAM221A
392307	ENSG00000204930	FAM221B
84915	ENSG00000139438	FAM222A
55731	ENSG00000173065	FAM222B
646851	ENSG00000184949	FAM227A
196951	ENSG00000166262	FAM227B
653140	ENSG00000186453	FAM228A
375190	ENSG00000219626	FAM228B
100128071	ENSG00000225828	FAM229A
619208	ENSG00000203778	FAM229B
118670	ENSG00000203795	FAM24A
221301	ENSG00000164451	FAM26D
254228	ENSG00000178033	FAM26E
441168	ENSG00000188820	FAM26F
26017	ENSG00000105058	FAM32A
54537	ENSG00000122376	FAM35A
60343	ENSG00000071889	FAM3A
54097	ENSG00000183844	FAM3B
10447	ENSG00000196937	FAM3C
131583	ENSG00000185112	FAM43A
163933	ENSG00000183114	FAM43B
404636	ENSG00000119979	FAM45A
55603	ENSG00000112773	FAM46A
115572	ENSG00000158246	FAM46B
54855	ENSG00000183508	FAM46C
169966	ENSG00000174016	FAM46D
100129583	ENSG00000189157	FAM47E
81553	ENSG00000197872	FAM49A
51571	ENSG00000153310	FAM49B
9130	ENSG00000071859	FAM50A
152877	ENSG00000174137	FAM53A
9679	ENSG00000189319	FAM53B
51307	ENSG00000120709	FAM53C
79850	ENSG00000167695	FAM57A
83723	ENSG00000149926	FAM57B
92002	ENSG00000262919	FAM58A
58516	ENSG00000139146	FAM60A
55793	ENSG00000143409	FAM63A
54629	ENSG00000128923	FAM63B
54478	ENSG00000129195	FAM64A
79567	ENSG00000039523	FAM65A
9750	ENSG00000111913	FAM65B
140876	ENSG00000042062	FAM65C
388650	ENSG00000154511	FAM69A
125704	ENSG00000187773	FAM69C
153745	ENSG00000170613	FAM71B
161142	ENSG00000172717	FAM71D
112703	ENSG00000142530	FAM71E1
346653	ENSG00000205085	FAM71F2
554282	ENSG00000196550	FAM72A
374986	ENSG00000180488	FAM73A
84895	ENSG00000148343	FAM73B
199870	ENSG00000009780	FAM76A
143684	ENSG00000077458	FAM76B
286336	ENSG00000126882	FAM78A
149297	ENSG00000188859	FAM78B
145773	ENSG00000157470	FAM81A
84985	ENSG00000147689	FAM83A
222584	ENSG00000168143	FAM83B
128876	ENSG00000125998	FAM83C
81610	ENSG00000101447	FAM83D
54854	ENSG00000105523	FAM83E
113828	ENSG00000133477	FAM83F
644815	ENSG00000188522	FAM83G
286077	ENSG00000180921	FAM83H
151354	ENSG00000162981	FAM84A
157638	ENSG00000168672	FAM84B
375061	ENSG00000182118	FAM89A
137392	ENSG00000188343	FAM92A1
84191	ENSG00000166797	FAM96A
51647	ENSG00000166595	FAM96B
25940	ENSG00000119812	FAM98A
283742	ENSG00000171262	FAM98B
147965	ENSG00000130244	FAM98C
22909	ENSG00000198690	FAN1
2187	ENSG00000181544	FANCB
2176	ENSG00000158169	FANCC
2177	ENSG00000144554	FANCD2
115795	ENSG00000163705	FANCD2OS
2178	ENSG00000112039	FANCE
2188	ENSG00000183161	FANCF
2189	ENSG00000221829	FANCG
55215	ENSG00000140525	FANCI
55120	ENSG00000115392	FANCL
57697	ENSG00000187790	FANCM
92565	ENSG00000203780	FANK1
2191	ENSG00000078098	FAP
84188	ENSG00000197601	FAR1
55711	ENSG00000064763	FAR2
10160	ENSG00000152767	FARP1
9855	ENSG00000006607	FARP2
10667	ENSG00000145982	FARS2
2193	ENSG00000179115	FARSA
10056	ENSG00000116120	FARSB
355	ENSG00000026103	FAS
356	ENSG00000117560	FASLG
2194	ENSG00000169710	FASN
10922	ENSG00000164896	FASTK
79675	ENSG00000138399	FASTKD1
22868	ENSG00000118246	FASTKD2
79072	ENSG00000124279	FASTKD3
2195	ENSG00000083857	FAT1
2196	ENSG00000086570	FAT2
120114	ENSG00000165323	FAT3
79633	ENSG00000196159	FAT4
2197	ENSG00000149806	FAU
84553	ENSG00000146267	FAXC
85302	ENSG00000188878	FBF1
2091	ENSG00000105202	FBL
54751	ENSG00000162458	FBLIM1
2192	ENSG00000077942	FBLN1
2199	ENSG00000163520	FBLN2
10516	ENSG00000140092	FBLN5
129804	ENSG00000144152	FBLN7
2200	ENSG00000166147	FBN1
2201	ENSG00000138829	FBN2
8789	ENSG00000130957	FBP2
64319	ENSG00000156860	FBRS
57666	ENSG00000112787	FBRSL1
54850	ENSG00000127452	FBXL12
222235	ENSG00000161040	FBXL13
144699	ENSG00000171823	FBXL14
79176	ENSG00000107872	FBXL15
146330	ENSG00000127585	FBXL16
64839	ENSG00000145743	FBXL17
80028	ENSG00000155034	FBXL18
54620	ENSG00000099364	FBXL19
25827	ENSG00000153558	FBXL2
84961	ENSG00000108306	FBXL20
26224	ENSG00000005812	FBXL3
26235	ENSG00000112234	FBXL4
26234	ENSG00000118564	FBXL5
26233	ENSG00000182325	FBXL6
23194	ENSG00000183580	FBXL7
55336	ENSG00000135722	FBXL8
26267	ENSG00000147912	FBXO10
80204	ENSG00000138081	FBXO11
201456	ENSG00000141665	FBXO15
157574	ENSG00000214050	FBXO16
115290	ENSG00000269190	FBXO17
84893	ENSG00000134452	FBXO18
26232	ENSG00000116661	FBXO2
23014	ENSG00000135108	FBXO21
26263	ENSG00000167196	FBXO22
26260	ENSG00000147364	FBXO25
126433	ENSG00000161243	FBXO27
23219	ENSG00000143756	FBXO28
26273	ENSG00000110429	FBXO3
84085	ENSG00000118496	FBXO30
114907	ENSG00000156804	FBXO32
254170	ENSG00000165355	FBXO33
55030	ENSG00000178974	FBXO34
130888	ENSG00000153832	FBXO36
81545	ENSG00000145868	FBXO38
26272	ENSG00000151876	FBXO4
51725	ENSG00000163833	FBXO40
150726	ENSG00000163013	FBXO41
54455	ENSG00000037637	FBXO42
286151	ENSG00000156509	FBXO43
93611	ENSG00000132879	FBXO44
200933	ENSG00000174013	FBXO45
23403	ENSG00000177051	FBXO46
494188	ENSG00000204952	FBXO47
554251	ENSG00000204923	FBXO48
26271	ENSG00000112029	FBXO5
26270	ENSG00000116663	FBXO6
25793	ENSG00000100225	FBXO7
26269	ENSG00000164117	FBXO8
26268	ENSG00000112146	FBXO9
23291	ENSG00000072803	FBXW11
26190	ENSG00000119402	FBXW2
285231	ENSG00000164049	FBXW12
6468	ENSG00000107829	FBXW4
54461	ENSG00000159069	FBXW5
55294	ENSG00000109670	FBXW7
26259	ENSG00000174989	FBXW8
84261	ENSG00000132004	FBXW9
2207	ENSG00000158869	FCER1G
2208	ENSG00000104921	FCER2
51077	ENSG00000119616	FCF1
8857	ENSG00000275395	FCGBP
2209	ENSG00000150337	FCGR1A
2213	ENSG00000072694	FCGR2B
2212	ENSG00000143226	FCGR2A
2214	ENSG00000203747	FCGR3A
2217	ENSG00000104870	FCGRT
23149	ENSG00000130475	FCHO1
115548	ENSG00000157107	FCHO2
89848	ENSG00000197948	FCHSD1
9873	ENSG00000137478	FCHSD2
2219	ENSG00000085265	FCN1
83416	ENSG00000143297	FCRL5
127943	ENSG00000162746	FCRLB
79368	ENSG00000132704	FCRL2
2222	ENSG00000079459	FDFT1
2224	ENSG00000160752	FDPS
2230	ENSG00000137714	FDX1
112812	ENSG00000267673	FDX1L
91893	ENSG00000255561	FDXACB1
2232	ENSG00000161513	FDXR
2235	ENSG00000066926	FECH
55527	ENSG00000141965	FEM1A
10116	ENSG00000169018	FEM1B
56929	ENSG00000145780	FEM1C
2237	ENSG00000168496	FEN1
2241	ENSG00000151422	FER
90342	ENSG00000249715	FER1L5
654463	ENSG00000214814	FER1L6
55612	ENSG00000101311	FERMT1
10979	ENSG00000073712	FERMT2
83706	ENSG00000149781	FERMT3
2242	ENSG00000182511	FES
26998	ENSG00000090512	FETUB
54738	ENSG00000163497	FEV
9638	ENSG00000149557	FEZ1
9637	ENSG00000171055	FEZ2
389549	ENSG00000128610	FEZF1
55079	ENSG00000153266	FEZF2
338557	ENSG00000186188	FFAR4
2243	ENSG00000171560	FGA
2245	ENSG00000102302	FGD1
221472	ENSG00000146192	FGD2
89846	ENSG00000127084	FGD3
121512	ENSG00000139132	FGD4
152273	ENSG00000154783	FGD5
55785	ENSG00000180263	FGD6
2246	ENSG00000113578	FGF1
2255	ENSG00000070193	FGF10
2256	ENSG00000161958	FGF11
2257	ENSG00000114279	FGF12
2258	ENSG00000129682	FGF13
2259	ENSG00000102466	FGF14
9965	ENSG00000162344	FGF19
8823	ENSG00000196468	FGF16
8822	ENSG00000158815	FGF17
8817	ENSG00000156427	FGF18
26291	ENSG00000105550	FGF21
27006	ENSG00000070388	FGF22
8074	ENSG00000118972	FGF23
2248	ENSG00000186895	FGF3
2250	ENSG00000138675	FGF5
2252	ENSG00000140285	FGF7
2253	ENSG00000107831	FGF8
2254	ENSG00000102678	FGF9
9982	ENSG00000137440	FGFBP1
143282	ENSG00000174721	FGFBP3
2260	ENSG00000077782	FGFR1
11116	ENSG00000213066	FGFR1OP
26127	ENSG00000111790	FGFR1OP2
2261	ENSG00000068078	FGFR3
2264	ENSG00000160867	FGFR4
53834	ENSG00000127418	FGFRL1
55277	ENSG00000172456	FGGY
2267	ENSG00000104760	FGL1
10875	ENSG00000127951	FGL2
2271	ENSG00000091483	FH
114827	ENSG00000142621	FHAD1
85462	ENSG00000137460	FHDC1
2272	ENSG00000189283	FHIT
2273	ENSG00000022267	FHL1
2274	ENSG00000115641	FHL2
2275	ENSG00000183386	FHL3
29109	ENSG00000135723	FHOD1
80206	ENSG00000134775	FHOD3
84929	ENSG00000130720	FIBCD1
387758	ENSG00000176971	FIBIN
9158	ENSG00000172500	FIBP
11153	ENSG00000198855	FICD
9896	ENSG00000112367	FIG4
2277	ENSG00000165197	FIGF
55137	ENSG00000182263	FIGN
63979	ENSG00000132436	FIGNL1
27145	ENSG00000118407	FILIP1
11259	ENSG00000168386	FILIP1L
81608	ENSG00000145216	FIP1L1
51024	ENSG00000214253	FIS1
161247	ENSG00000139914	FITM1
128486	ENSG00000197296	FITM2
84922	ENSG00000179943	FIZ1
24147	ENSG00000179431	FJX1
60681	ENSG00000141756	FKBP10
51303	ENSG00000134285	FKBP11
55033	ENSG00000106080	FKBP14
23307	ENSG00000119321	FKBP15
2280	ENSG00000088832	FKBP1A
2281	ENSG00000119782	FKBP1B
2286	ENSG00000173486	FKBP2
2287	ENSG00000100442	FKBP3
2288	ENSG00000004478	FKBP4
2289	ENSG00000096060	FKBP5
51661	ENSG00000079150	FKBP7
23770	ENSG00000105701	FKBP8
11328	ENSG00000122642	FKBP9
63943	ENSG00000204315	FKBPL
79147	ENSG00000181027	FKRP
2218	ENSG00000106692	FKTN
201163	ENSG00000154803	FLCN
2313	ENSG00000151702	FLI1
2314	ENSG00000177731	FLII
2316	ENSG00000196924	FLNA
